App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Avg_Compound,Avg_Positive,Avg_Neutral,Avg_Negative,Positive_Count,Neutral_Count,Negative_Count,Total_Reviews
Büfe BU,LIFESTYLE,4.1,14,13.0,100,Free,0.0,Everyone,Lifestyle,"October 17, 2015",2.0,4.0.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BV Mobile Apps,PRODUCTIVITY,5.0,3,4.8,100,Free,0.0,Everyone,Productivity,"June 5, 2018",2.0,4.2 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BV,COMMUNICATION,5.0,3,1.6,100,Free,0.0,Everyone,Communication,"August 4, 2016","1,01",3.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bacteria Vaginosis,HEALTH_AND_FITNESS,4.0,4015,7.7,1000000,Free,0.0,Mature 17+,Health & Fitness,"April 27, 2017",6.0,3.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BV Smart,BUSINESS,4.3,28,3.4,1000,Free,0.0,Everyone,Business,"May 1, 2015",1.1,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bacterial Vaginosis Symptoms,MEDICAL,4.1,698,2.4,100000,Free,0.0,Everyone 10+,Medical,"February 3, 2015",1.1,3.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BV Sridhara Maharaj,FAMILY,5.0,8,2.7,100,Free,0.0,Everyone,Entertainment,"December 3, 2017",1.1,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bacterial vaginosis Treatment - Sexual disease,HEALTH_AND_FITNESS,5.0,2,5.9,500,Free,0.0,Everyone,Health & Fitness,"June 25, 2018",2.0,4.0.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Schulman B.V.,SHOPPING,4.0,6,20.0,100,Free,0.0,Everyone,Shopping,"September 14, 2016",1.0,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BV Taxi Sudan,MAPS_AND_NAVIGATION,3.5,8,26.0,10,Free,0.0,Everyone,Maps & Navigation,"January 17, 2018",1.2.20180117,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meu Cartão BV,FINANCE,4.1,15057,5.7,500000,Free,0.0,Everyone,Finance,"August 3, 2018",2.4.0,5.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
StartPage Private Search,LIFESTYLE,4.6,10198,2.2,100000,Free,0.0,Everyone,Lifestyle,"August 21, 2017",1.10,2.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TomTom GPS Navigation Traffic,MAPS_AND_NAVIGATION,4.1,132792,62.0,10000000,Free,0.0,Everyone,Maps & Navigation,"October 25, 2017",1.17.1,4.0.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OLX Uganda Sell Buy Cellphones,SHOPPING,4.2,4977,9.8,100000,Free,0.0,Everyone,Shopping,"July 25, 2018",11.15.03,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Feel Performer,COMMUNICATION,2.2,62,34.0,10000,Free,0.0,Everyone,Communication,"April 9, 2018",2.0.3,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Smashy Road: Arena,GAME,4.3,45558,53.0,5000000,Free,0.0,Everyone 10+,Action,"May 24, 2018",1.1.9,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
My Budget Book,FINANCE,4.7,19784,7.3,100000,Paid,2.99,Everyone,Finance,"June 13, 2018",7.6,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Allsetra B.V.,BUSINESS,4.1,15,24.0,1000,Free,0.0,Everyone,Business,"April 5, 2018",3.1.2,4.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Philips Hue,LIFESTYLE,3.1,10006,53.0,1000000,Free,0.0,Everyone,Lifestyle,"July 26, 2018",3.2.0,5.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Evolution: Battle for Utopia,FAMILY,4.2,246705,27.0,1000000,Free,0.0,Teen,Strategy,"May 4, 2018",3.5.2,4.0.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Best Western To Go,TRAVEL_AND_LOCAL,3.0,2719,17.0,100000,Free,0.0,Teen,Travel & Local,"August 2, 2018",5.14.1,4.2 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BW-Go,GAME,4.8,265,1.3,1000,Paid,3.49,Everyone,Board,"June 18, 2015",4.8.1,2.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BW Smart,TOOLS,3.7,50,19.0,5000,Free,0.0,Everyone,Tools,"June 6, 2017",v1.2.2,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Watch Face BW Inter,PERSONALIZATION,3.1,112,8.8,1000,Paid,0.99,Everyone,Personalization,"April 26, 2017",2.1.7,4.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BW-Go Free,GAME,4.6,547,1.3,10000,Free,0.0,Everyone,Board,"June 18, 2015",4.8.1,2.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BlitzWolf Shutter - BW Shutter,PHOTOGRAPHY,2.9,333,1.8,50000,Free,0.0,Everyone,Photography,"November 22, 2017",1.8.0,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black & White Camera - Lovely BW,PHOTOGRAPHY,4.2,329,4.8,100000,Free,0.0,Everyone,Photography,"November 13, 2017",1.1.0,4.4 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BW-Joseki,GAME,4.7,705,1.8,10000,Free,0.0,Everyone,Board,"July 28, 2015",1.2.1,4.0.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BW-DGS plugin,GAME,4.5,70,0.691,1000,Free,0.0,Everyone,Board,"May 13, 2018",1.6.0,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BW App,LIFESTYLE,2.8,48,12.0,5000,Free,0.0,Everyone,Lifestyle,"September 27, 2017",2.8.216.6-ba,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Next Launcher 3D Theme Stun-BW,PERSONALIZATION,4.4,2839,5.1,100000,Free,0.0,Everyone,Personalization,"January 11, 2014",1.00,2.2 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Standard Chartered Mobile (BW),FINANCE,4.4,96,7.2,10000,Free,0.0,Everyone,Finance,"August 5, 2018",2.9,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BW Mobilbanking für Smartphone und Tablet,FINANCE,4.1,2048,24.0,100000,Free,0.0,Everyone,Finance,"July 10, 2018",4.2.0,4.4 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BW COMPANY FINDER,BUSINESS,4.6,48,7.4,1000,Free,0.0,Everyone,Business,"August 21, 2017",1.5,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BW Taxi,MAPS_AND_NAVIGATION,3.0,67,53.0,5000,Free,0.0,Everyone,Maps & Navigation,"May 1, 2018",3.19.34,5.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BW-GnuGo,GAME,4.1,64,1.3,5000,Free,0.0,Everyone,Board,"June 2, 2013",2.0.0,2.2 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bw Events,EVENTS,4.4,16,1.7,100,Free,0.0,Everyone,Events,"August 9, 2016",1.0,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BW Wallpaper,PERSONALIZATION,4.5,4,0.511,50,Free,0.0,Everyone,Personalization,"December 31, 2016",1.4,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Skull Widget BW,PERSONALIZATION,4.5,4,1.7,10,Free,0.0,Everyone,Personalization,"February 28, 2018",1.1,4.4 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BW Map mobile,TRAVEL_AND_LOCAL,3.6,57,32.0,10000,Free,0.0,Everyone,Travel & Local,"May 31, 2018",3.2,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bell and Wyson Camera BW Pix +,LIFESTYLE,2.0,8,12.0,1000,Free,0.0,Everyone,Lifestyle,"November 14, 2016",2.0.18.23,2.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Best Western e-Concierge Hotel,TRAVEL_AND_LOCAL,4.0,41,23.0,10000,Free,0.0,Everyone,Travel & Local,"June 4, 2018",2.8.1,5.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BlackCam Pro - B&W Camera,PHOTOGRAPHY,4.5,1376,5.5,100000,Paid,1.49,Everyone,Photography,"March 26, 2018",1.51,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAP BW Tutorial,FAMILY,4.0,11,9.4,1000,Free,0.0,Everyone,Education,"January 10, 2016",0.0.1,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kromium BW Theme for NEXT,PERSONALIZATION,4.3,1098,18.0,50000,Free,0.0,Everyone,Personalization,"October 11, 2014",1.0.1,3.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Color Changer Pro [root],PERSONALIZATION,4.5,69,0.951,1000,Paid,0.99,Everyone,Personalization,"January 12, 2017",1.11,4.4 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fantasy theme dark bw black building,ART_AND_DESIGN,4.8,41,1.9,5000,Free,0.0,Everyone,Art & Design,"March 20, 2018",1.0.2,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Keyboard Theme Gate Flat BW,PERSONALIZATION,4.5,75,2.6,10000,Free,0.0,Mature 17+,Personalization,"May 26, 2016",2.0,4.0.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BL Essentials BW Icon Pack,PERSONALIZATION,4.2,17,0.963,1000,Free,0.0,Everyone,Personalization,"May 6, 2013",1.0.1,2.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hypocam,PHOTOGRAPHY,4.5,12572,8.5,1000000,Free,0.0,Everyone,Photography,"March 14, 2018",1.31,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hitman GO,FAMILY,4.6,84114,23.0,500000,Paid,0.99,Everyone 10+,Puzzle,"July 5, 2018",1.13.108869,2.3.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B&W Photo Filter Editor,PHOTOGRAPHY,3.9,205,2.4,50000,Free,0.0,Everyone,Photography,"July 29, 2017",1.0.5,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BX Memo,FAMILY,4.3,131,2.0,5000,Free,0.0,Everyone,Education,"November 17, 2016",3.3.1,2.2 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bixby Button Remapper - bxActions Pro / Coffee,TOOLS,3.9,319,0.025,10000,Paid,2.99,Everyone,Tools,"April 28, 2017",1.00,7.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bixby Button Remapper - bxActions,TOOLS,4.3,13064,4.6,1000000,Free,0.0,Everyone,Tools,"May 23, 2018",4.72,7.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bitcoin BX Thailand,FINANCE,3.7,120,31.0,10000,Free,0.0,Everyone,Finance,"October 23, 2017",4.1,4.0.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bx Thailand Alert (Bitcoin),FINANCE,4.7,3,8.2,100,Free,0.0,Everyone,Finance,"February 5, 2018",1.0.2,4.2 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bX Hot Articles by Ex Libris,FAMILY,4.3,42,0.554,5000,Free,0.0,Everyone,Education,"May 9, 2017",2,2.2 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bitcoin BX Thailand PRO,FINANCE,1.7,21,21.0,100,Paid,4.99,Everyone,Finance,"October 22, 2017",5.0,4.0.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bitcoin Bx (Thailand),FINANCE,4.5,101,6.9,10000,Free,0.0,Everyone,Finance,"August 4, 2018",1.8.4,5.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BX Mobile TMC for SAP B1,BUSINESS,4.7,3,11.0,100,Free,0.0,Everyone,Business,"January 20, 2015",1.0.16,4.0.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BxPort - Bitcoin Bx (Thailand),FINANCE,5.0,4,4.1,50,Free,0.0,Everyone,Finance,"July 14, 2018",1.0.4,4.2 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BX Diff - Crypto Coins Checker,FINANCE,4.6,83,4.0,5000,Free,0.0,Everyone,Finance,"July 16, 2018",1.0.21,4.4 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bitcoin exchange bx thailand,FINANCE,2.9,19,2.2,5000,Free,0.0,Everyone,Finance,"June 26, 2017",1.6,4.4 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bitcoin & Cryptocurrency - Bx,FINANCE,4.8,11,3.7,1000,Free,0.0,Everyone,Finance,"November 28, 2017",0.1.6,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Benefit Extras Mobile App,HEALTH_AND_FITNESS,2.3,3,2.4,1000,Free,0.0,Everyone,Health & Fitness,"July 18, 2018",6.0,5.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Car Driving Simulator Citroen,FAMILY,3.8,174,44.0,10000,Free,0.0,Everyone,Simulation,"July 18, 2017",1.0,2.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LEDSHOWTW,TOOLS,4.2,5,31.0,500,Free,0.0,Everyone,Tools,"April 23, 2018",1.3.3,4.0.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Water Surfer Floating BMX Bicycle Rider Racing,FAMILY,4.4,551,38.0,100000,Free,0.0,Everyone,Simulation,"July 3, 2017",1.0,2.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RC Monster Truck - Offroad Driving Simulator,GAME,4.0,38448,27.0,5000000,Free,0.0,Everyone,Racing,"June 16, 2018",1.4.3,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tiny Call Confirm,COMMUNICATION,4.1,22782,0.351,1000000,Free,0.0,Everyone,Communication,"March 25, 2015",4.2.0,2.2 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Casa de Bolsa Bx+ Móvil,FINANCE,3.4,5,8.8,500,Free,0.0,Everyone,Finance,"July 18, 2017",1.0.7,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Super Jabber Jump,GAME,4.3,85882,23.0,10000000,Free,0.0,Everyone,Arcade,"November 7, 2017",6.6.3106,2.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Commando Adventure Assassin,GAME,4.0,51067,48.0,5000000,Free,0.0,Teen,Action,"May 29, 2018",1.18,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Limbo PC Emulator QEMU ARM x86,TOOLS,4.2,13005,9.7,1000000,Free,0.0,Everyone,Tools,"January 21, 2018",no_update_signal.2_9_1_arm-x86_64-alpha,4.2 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lollipop Launcher Plus,PERSONALIZATION,4.1,131,0.027,1000,Paid,4.99,Everyone,Personalization,"March 8, 2015",1.0,4.0.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Crypto Tracker by BitScreener,FINANCE,4.7,396,12.0,10000,Free,0.0,Everyone,Finance,"August 5, 2018",3.1.5,5.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City Builder 2016: County Mall,FAMILY,4.2,41693,74.0,1000000,Free,0.0,Everyone,Simulation,"June 4, 2018",1.0.23,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fists For Fighting (Fx3),SPORTS,3.9,138739,44.0,10000000,Free,0.0,Teen,Sports,"July 7, 2018",1.998,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Train driving simulator,FAMILY,3.8,91645,36.0,10000000,Free,0.0,Teen,Simulation,"May 8, 2018",1.94,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roulette Advisor LITE,GAME,4.1,41,1.4,5000,Free,0.0,Everyone,Casino,"August 21, 2014",2.2,3.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BMX Boy Bike Stunt Rider Game,GAME,3.8,299,25.0,10000,Free,0.0,Everyone,Racing,"November 10, 2017",1.1,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Best Friends Dress Up & Makeup,FAMILY,3.7,7664,44.0,500000,Free,0.0,Everyone,Casual;Pretend Play,"September 9, 2015",1.0.3,4.0.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
World of Warriors: Duel,GAME,4.3,25952,36.0,500000,Free,0.0,Everyone 10+,Action,"September 7, 2015",1.1.2,2.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trinomial Factoring Wizard,TOOLS,4.0,22,0.082,1000,Paid,0.99,Everyone,Tools,"October 10, 2014",2.4,2.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Driving Zone,GAME,4.2,51791,57.0,1000000,Free,0.0,Everyone,Racing,"June 6, 2018",1.53,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Quadratic Equation Solver with Steps and Graphs,FAMILY,4.7,513,9.8,50000,Free,0.0,Everyone,Education,"December 14, 2017",1.4.1,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Car Race by Fun Games For Free,GAME,4.3,54221,47.0,1000000,Free,0.0,Everyone,Racing,"June 15, 2013",1.2,2.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adult Color By Number Book: Number Coloring Pages,FAMILY,4.2,2231,37.0,500000,Free,0.0,Everyone,Entertainment,"July 23, 2018",2.9,4.4 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Glitter Color By Number - Glitter Number Coloring,FAMILY,3.5,1380,6.9,500000,Free,0.0,Everyone,Entertainment,"July 18, 2018",1.6,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sandbox - Color by Number Coloring Pages,FAMILY,4.7,412744,10.0,10000000,Free,0.0,Everyone,Entertainment;Creativity,"July 19, 2018",0.2.7,4.4 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sandbox Art-Sandbox Color by Number Coloring Pages,FAMILY,4.7,12784,15.0,1000000,Free,0.0,Everyone,Entertainment,"August 4, 2018",1.3.3,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
One Today by Google,LIFESTYLE,4.5,2586,9.4,100000,Free,0.0,Everyone,Lifestyle,"December 17, 2015",1.9.0.110162364,4.0.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Art Pixel Coloring. Color by Number.,FAMILY,4.5,992,49.0,100000,Free,0.0,Teen,Entertainment,"August 2, 2018",1.2.0.200,4.2 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Color By Number - Sandbox Pixel Coloring Book,FAMILY,4.7,24557,24.0,1000000,Free,0.0,Everyone,Casual;Creativity,"August 3, 2018",1.3.6,4.4 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PixelDot - Color by Number Sandbox Pixel Art,FAMILY,4.6,16041,7.3,1000000,Free,0.0,Everyone,Entertainment,"July 5, 2018",1.3.3.1,4.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Slot Machines by IGG,GAME,4.6,267229,24.0,10000000,Free,0.0,Teen,Casino,"May 28, 2018",1.7.4,2.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PixPanda - Color by Number Pixel Art Coloring Book,FAMILY,4.9,55723,14.0,1000000,Free,0.0,Everyone,Entertainment,"June 4, 2018",3.3,4.0.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
No.Color – Color by Number,FAMILY,4.4,23474,8.8,5000000,Free,0.0,Everyone,Casual;Creativity,"July 26, 2018",1.0.7,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PixBox Coloring - Color by number Sandbox,FAMILY,4.5,12293,4.0,1000000,Free,0.0,Everyone,Entertainment,"May 6, 2018",1.2.6,4.0.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pixelmania - Color by number & create pixel art,FAMILY,4.4,3588,18.0,500000,Free,0.0,Everyone,Entertainment,"February 25, 2018",1.18,4.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Valentines love color by number-Pixel art coloring,FAMILY,4.4,767,18.0,100000,Free,0.0,Everyone,Entertainment,"February 23, 2018",1.1,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rized ‼️ Color By Number & Pixel Coloring Book,FAMILY,3.0,1279,13.0,100000,Free,0.0,Everyone,Casual,"June 13, 2018",1.1.7,4.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pixyfy: coloring by number coloring book,FAMILY,4.8,22290,13.0,500000,Free,0.0,Everyone,Puzzle,"August 5, 2018",18.08.05,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Draw Color by Number - Sandbox Pixel Art,FAMILY,4.7,34279,24.0,1000000,Free,0.0,Everyone,Casual;Creativity,"August 2, 2018",1.2.3,4.4 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tattoo Color By Number Draw Book Page Pixel Art,FAMILY,4.0,309,25.0,100000,Free,0.0,Everyone,Entertainment,"May 2, 2018",1.4,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SegPlay Mobile Paint by Number,FAMILY,3.7,1478,43.0,100000,Free,0.0,Everyone,Casual,"April 22, 2017",4.0.15,2.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paint By Number,FAMILY,3.5,807,4.6,500000,Free,0.0,Everyone,Casual,"May 1, 2018",1.4.0,3.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Color by Disney,FAMILY,2.7,5706,47.0,500000,Free,0.0,Everyone,Entertainment,"July 13, 2017",1.7,4.4 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bingo by IGG: Top Bingo+Slots!,GAME,4.7,183343,20.0,5000000,Free,0.0,Teen,Casino,"May 28, 2018",1.5.1,2.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Painting By Numbers,FAMILY,4.1,213,26.0,50000,Free,0.0,Everyone,Puzzle;Brain Games,"June 8, 2018",1.2.100,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3D Color by Number with Voxels,FAMILY,4.5,5481,69.0,500000,Free,0.0,Everyone,Entertainment,"July 7, 2018",1.3,4.4 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Butterfly Pixel Art - coloring by number,FAMILY,4.6,769,13.0,100000,Free,0.0,Everyone,Entertainment,"April 4, 2018",1.06,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Best Hairstyles step by step,BEAUTY,4.5,45452,9.2,5000000,Free,0.0,Everyone,Beauty,"July 19, 2018",1.25,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Halloween Sandbox Number Coloring- Color By Number,FAMILY,4.4,289,19.0,100000,Free,0.0,Everyone,Entertainment,"February 17, 2018",1.2,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Fiesta by Tango - Find, Meet and Make New Friends",SOCIAL,4.3,112223,34.0,1000000,Free,0.0,Mature 17+,Social,"July 5, 2018",5.68.1,5.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Pixel art pro-Sand box,paint by number,number draw",FAMILY,4.5,2442,13.0,100000,Free,0.0,Everyone,Casual;Brain Games,"July 6, 2018",2.5.111,4.0.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Color by Number: Pixel Art,FAMILY,4.6,12034,34.0,1000000,Free,0.0,Everyone,Entertainment,"May 26, 2018",4.8,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FunnyPixels - Color by number Sandbox,FAMILY,4.6,1977,3.8,100000,Free,0.0,Everyone,Entertainment,"February 21, 2018",1.0.4,4.0.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Color By Numbers - Art Game for Kids and Adults,FAMILY,3.1,305,8.3,100000,Free,0.0,Everyone,Educational;Brain Games,"July 7, 2016",3,2.3.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Voxel - 3D Color by Number & Pixel Coloring Book,GAME,4.7,62561,53.0,1000000,Free,0.0,Everyone,Board,"July 31, 2018",2.4.11,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
No.Diamond – Colors by Number,FAMILY,4.6,9016,24.0,1000000,Free,0.0,Everyone,Entertainment;Creativity,"August 6, 2018",0.9.34,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BZ Reminder,BUSINESS,4.7,41625,5.4,1000000,Free,0.0,Everyone,Business,"December 21, 2017",2.3.4,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Weather BZ,WEATHER,4.4,8433,5.6,100000,Free,0.0,Everyone,Weather,"June 6, 2018",5.0.1 build 1,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BZ Reminder PRO,BUSINESS,4.8,726,5.4,1000,Paid,3.99,Everyone,Business,"December 20, 2017",2.3.3,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Evasion.bz,SOCIAL,4.1,8,4.4,100,Free,0.0,Teen,Social,"July 14, 2017",0.0.9,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BZ-Smart,NEWS_AND_MAGAZINES,4.3,828,8.2,10000,Free,0.0,Everyone,News & Magazines,"October 10, 2017",1.98,2.3.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BZ Zombie VR,GAME,4.4,12,98.0,1000,Free,0.0,Mature 17+,Action,"February 7, 2018",1.4,4.4 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BZ Conferencing,TOOLS,4.7,7,29.0,1000,Free,0.0,Everyone,Tools,"June 27, 2018",3.8.3,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GITZ.bz,SHOPPING,4.0,4,2.4,10,Free,0.0,Everyone,Shopping,"August 4, 2017",1.0,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Berner Zeitung,NEWS_AND_MAGAZINES,3.4,736,8.5,50000,Free,0.0,Teen,News & Magazines,"August 3, 2018",7.5.9.1,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
