App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Avg_Compound,Avg_Positive,Avg_Neutral,Avg_Negative,Sentiment,Positive_Count,Neutral_Count,Negative_Count,Total_Reviews
Baldur's Gate: Enhanced Edition,FAMILY,4.5,20101,7.8,100000,Paid,9.99,Teen,Role Playing,"October 2, 2015",1.3,3.0 and up,,,,,Unknown,,,,
Shadow Fight 2 Special Edition,GAME,4.5,10440,86.0,50000,Paid,4.99,Teen,Action,"May 30, 2018",1.0.3,4.1 and up,,,,,Unknown,,,,
Revita.bg,HEALTH_AND_FITNESS,4.8,10,4.0,10,Free,0.0,Everyone,Health & Fitness,"June 13, 2018",3.55,4.0 and up,,,,,Unknown,,,,
Background Eraser,PHOTOGRAPHY,4.5,267378,1.9,10000000,Free,0.0,Everyone,Photography,"July 11, 2015",1.4.6,4.0 and up,,,,,Unknown,,,,
ePay.bg,FINANCE,4.4,2017,2.4,100000,Free,0.0,Everyone,Finance,"July 26, 2018",2.22,4.1 and up,,,,,Unknown,,,,
Block Gun 3D: Ghost Ops,GAME,3.9,142693,21.0,5000000,Free,0.0,Teen,Action,"June 7, 2018",1.4.0,2.3 and up,,,,,Unknown,,,,
"Music for Youtube - Tube Music BG, Red+",VIDEO_PLAYERS,4.3,47,8.7,1000,Free,0.0,Teen,Video Players & Editors,"September 23, 2017",1.10,4.2 and up,,,,,Unknown,,,,
Bg+ Call Blocker,TOOLS,4.3,80,1.7,10000,Free,0.0,Everyone,Tools,"March 20, 2018",1.2,4.0 and up,,,,,Unknown,,,,
Background Changer & Eraser,PHOTOGRAPHY,4.0,2076,11.0,500000,Free,0.0,Teen,Photography,"May 21, 2018",2.5,4.1 and up,,,,,Unknown,,,,
Cut Out : Background Eraser and background changer,PHOTOGRAPHY,4.1,7118,9.2,1000000,Free,0.0,Everyone,Photography,"June 29, 2018",1.6,4.0 and up,,,,,Unknown,,,,
Photo Background Changer 2018 - Blur Background,LIFESTYLE,3.7,34079,9.2,5000000,Free,0.0,Everyone,Lifestyle,"May 21, 2018",Arrow-202,4.1 and up,,,,,Unknown,,,,
BGCN TV,VIDEO_PLAYERS,3.4,4334,4.9,100000,Free,0.0,Everyone,Video Players & Editors,"November 4, 2015",3.1.891,Varies with device,,,,,Unknown,,,,
ScorePal,TOOLS,4.5,1439,15.0,10000,Free,0.0,Everyone,Tools,"July 9, 2018",2.10.7,4.3 and up,,,,,Unknown,,,,
Backgammon NJ for Android,GAME,4.4,1644,15.0,10000,Paid,7.99,Everyone,Board,"April 5, 2017",4.1,2.3.3 and up,,,,,Unknown,,,,
JOBS.bg,BUSINESS,4.4,1630,2.2,100000,Free,0.0,Everyone,Business,"August 22, 2017",3.1.0,4.4 and up,,,,,Unknown,,,,
CSCS BG (в български),FAMILY,2.4,7,2.1,100,Paid,3.99,Everyone,Education,"March 23, 2017",1.0,4.0.3 and up,,,,,Unknown,,,,
LEGO ® Batman: Beyond Gotham,FAMILY,4.1,10758,8.0,100000,Paid,4.99,Everyone 10+,Adventure;Action & Adventure,"December 15, 2015",Varies with device,4.0.3 and up,,,,,Unknown,,,,
Blood Glucose Tracker,HEALTH_AND_FITNESS,4.6,9612,3.5,100000,Free,0.0,Everyone,Health & Fitness,"May 18, 2018",1.8.12,4.4 and up,,,,,Unknown,,,,
Baldur's Gate II,FAMILY,4.3,5442,16.0,50000,Paid,9.99,Teen,Role Playing,"June 28, 2018",2.5.16.6,3.0 and up,,,,,Unknown,,,,
Rento - Dice Board Game Online,GAME,4.3,205830,63.0,10000000,Free,0.0,Everyone,Board,"June 20, 2018",4.4.9,4.1 and up,,,,,Unknown,,,,
Remix Second Hand,SHOPPING,4.2,867,7.5,100000,Free,0.0,Everyone,Shopping,"August 2, 2018",1.5.8,4.4 and up,,,,,Unknown,,,,
Ultimate Background Eraser,PHOTOGRAPHY,4.3,14453,21.0,1000000,Free,0.0,Everyone,Photography,"March 13, 2018",1.9,4.1 and up,,,,,Unknown,,,,
OnTrack Diabetes,MEDICAL,4.3,6079,1.8,500000,Free,0.0,Everyone,Medical,"January 17, 2018",3.2.7,2.1 and up,,,,,Unknown,,,,
ALL-IN-ONE PACKAGE TRACKING,PRODUCTIVITY,4.7,167406,18.0,1000000,Free,0.0,Everyone,Productivity,"July 23, 2018",3.1.1281,4.0.3 and up,,,,,Unknown,,,,
Grabo.bg,SHOPPING,4.6,8175,3.2,100000,Free,0.0,Everyone,Shopping,"April 5, 2018",3.2.3,4.0.3 and up,,,,,Unknown,,,,
GEM™,TOOLS,4.3,6,33.0,500,Free,0.0,Everyone,Tools,"July 23, 2018",1.93,5.0 and up,,,,,Unknown,,,,
Diabetes Connect,MEDICAL,4.5,4027,8.4,100000,Free,0.0,Everyone,Medical,"October 10, 2017",2.4.1,4.0 and up,,,,,Unknown,,,,
B&H Photo Video Pro Audio,SHOPPING,4.6,17180,31.0,1000000,Free,0.0,Everyone,Shopping,"August 3, 2018",5.3.1,4.4 and up,,,,,Unknown,,,,
BH by Kinomap,HEALTH_AND_FITNESS,2.9,141,22.0,10000,Free,0.0,Everyone,Health & Fitness,"July 30, 2018",3.2.9,4.1 and up,,,,,Unknown,,,,
BH Cosmetics,BEAUTY,4.0,2,3.6,1000,Free,0.0,Everyone,Beauty,"May 29, 2018",1.0,4.0 and up,,,,,Unknown,,,,
BH Bikes Premium,SPORTS,3.0,26,15.0,1000,Free,0.0,Everyone,Sports,"May 9, 2017",2.1.1,5.0 and up,,,,,Unknown,,,,
B&H Kids AR,BOOKS_AND_REFERENCE,3.9,286,18.0,10000,Free,0.0,Everyone,Books & Reference,"September 29, 2017",3.2.5,4.0 and up,,,,,Unknown,,,,
BH Patrole,AUTO_AND_VEHICLES,4.8,27,2.5,500,Free,0.0,Everyone,Auto & Vehicles,"February 15, 2018",2.0,4.4 and up,,,,,Unknown,,,,
CINEMA.BH,FAMILY,3.9,11,16.0,1000,Free,0.0,Everyone,Entertainment,"January 30, 2018",1.2.2,4.2 and up,,,,,Unknown,,,,
DSLR Photography Training apps,PHOTOGRAPHY,4.0,675,15.0,100000,Free,0.0,Everyone,Photography,"July 29, 2017",2.1,2.3 and up,,,,,Unknown,,,,
Bh Public School,FAMILY,5.0,2,8.7,10,Free,0.0,Everyone,Education,"March 21, 2018",1.2,4.0.3 and up,,,,,Unknown,,,,
VIVA BH,TOOLS,4.0,2055,2.6,100000,Free,0.0,Everyone,Tools,"April 9, 2018",2.44,4.0 and up,,,,,Unknown,,,,
Barbers.BH,LIFESTYLE,5.0,2,6.0,10,Free,0.0,Everyone,Lifestyle,"May 24, 2018",2.1,4.0.3 and up,,,,,Unknown,,,,
Photo Editor - BPhoto,PHOTOGRAPHY,4.5,42,20.0,1000,Free,0.0,Everyone,Photography,"September 17, 2016",1.2,4.2 and up,,,,,Unknown,,,,
BH Challenge - Museum of the Jewish People,FAMILY,4.8,12,28.0,1000,Free,0.0,Everyone,Education,"March 26, 2018",1.3.6,4.2 and up,,,,,Unknown,,,,
B y H Niños ES,BOOKS_AND_REFERENCE,4.6,53,16.0,5000,Free,0.0,Everyone,Books & Reference,"September 22, 2015",1.0.2,2.3 and up,,,,,Unknown,,,,
BH Mail,COMMUNICATION,3.4,7,6.0,1000,Free,0.0,Everyone,Communication,"April 3, 2018",5.403,4.0.3 and up,,,,,Unknown,,,,
FitConsole,HEALTH_AND_FITNESS,2.6,219,1.8,50000,Free,0.0,Everyone,Health & Fitness,"October 30, 2015",v1.1-20151030,4.0 and up,,,,,Unknown,,,,
Run on Earth,HEALTH_AND_FITNESS,2.4,577,3.7,50000,Free,0.0,Everyone,Health & Fitness,"April 25, 2018",1.7.5,4.0 and up,,,,,Unknown,,,,
Battleheart Legacy,FAMILY,4.6,7420,7.4,50000,Paid,4.99,Teen,Role Playing,"November 10, 2014",1.2.5,4.1 and up,,,,,Unknown,,,,
Treadmill Workouts Free (P),HEALTH_AND_FITNESS,3.3,10,3.3,1000,Free,0.0,Everyone,Health & Fitness,"April 5, 2018",1.8 P,4.4 and up,,,,,Unknown,,,,
ZiraatBank BH,FINANCE,4.1,58,3.5,10000,Free,0.0,Everyone,Finance,"July 4, 2017",2.3.2,4.0 and up,,,,,Unknown,,,,
Digital Tourist BH Itinerary,TRAVEL_AND_LOCAL,4.6,19,14.0,500,Free,0.0,Everyone,Travel & Local,"October 13, 2015",0.9.2,2.2 and up,,,,,Unknown,,,,
BH Táxi,BUSINESS,3.9,91,8.9,5000,Free,0.0,Everyone,Business,"June 7, 2018",3.44.2,4.0.3 and up,,,,,Unknown,,,,
Bi en Línea,FINANCE,4.0,5055,17.0,100000,Free,0.0,Everyone,Finance,"March 5, 2018",4.4.1,4.4 and up,,,,,Unknown,,,,
Gayvox - Gay Lesbian Bi Dating,SOCIAL,3.4,3640,9.1,500000,Free,0.0,Mature 17+,Social,"June 13, 2016",3.1.9,2.3 and up,,,,,Unknown,,,,
Microsoft Power BI–Business data analytics,BUSINESS,4.5,1819,10.0,100000,Free,0.0,Everyone,Business,"July 16, 2018",2.2.180712.112152,5.0 and up,,,,,Unknown,,,,
BI Mobile Banking,FINANCE,4.0,180,27.0,10000,Free,0.0,Everyone,Finance,"June 27, 2018",4.17.38,4.4 and up,,,,,Unknown,,,,
BI News,NEWS_AND_MAGAZINES,5.0,22,25.0,1000,Free,0.0,Everyone,News & Magazines,"June 10, 2018",1.5.0,4.1 and up,,,,,Unknown,,,,
BI SmartLINK,BUSINESS,3.6,16,33.0,5000,Free,0.0,Everyone,Business,"July 25, 2018",2.7.0,5.1 and up,,,,,Unknown,,,,
BI-LO,LIFESTYLE,3.5,43,30.0,10000,Free,0.0,Everyone,Lifestyle,"July 11, 2018",2.0.0,4.1 and up,,,,,Unknown,,,,
Sisense Mobile BI,BUSINESS,4.9,23,28.0,1000,Free,0.0,Everyone,Business,"April 30, 2018",2.4.1,4.1 and up,,,,,Unknown,,,,
"Starg - Gay, Same Sex, Bi",DATING,3.7,66,7.3,10000,Free,0.0,Mature 17+,Dating,"November 29, 2016",1.0.6,4.1 and up,,,,,Unknown,,,,
Propel BI APP,BUSINESS,5.0,3,23.0,100,Free,0.0,Everyone,Business,"July 24, 2018",1.39,4.4 and up,,,,,Unknown,,,,
BI Office,BUSINESS,4.0,76,0.201,10000,Free,0.0,Everyone,Business,"June 7, 2017",2.7.1,3.0 and up,,,,,Unknown,,,,
BI APP,FINANCE,5.0,2,2.7,100,Free,0.0,Everyone,Finance,"February 19, 2016",1.8,4.0 and up,,,,,Unknown,,,,
Oracle BI Mobile,BUSINESS,4.0,282,7.7,10000,Free,0.0,Everyone,Business,"August 1, 2018",20.0.0.0,6.0 and up,,,,,Unknown,,,,
Business Intelligence & Data,FAMILY,4.9,7,3.5,1000,Free,0.0,Everyone,Education,"July 26, 2016",1.0,2.0 and up,,,,,Unknown,,,,
BI Mobile,FINANCE,4.4,337,3.3,10000,Free,0.0,Everyone,Finance,"March 15, 2018",1.0,4.0.3 and up,,,,,Unknown,,,,
Grindr - Gay chat,SOCIAL,3.6,284795,31.0,10000000,Free,0.0,Mature 17+,Social,"August 3, 2018",4.1.2,4.3 and up,,,,,Unknown,,,,
Zoho Reports - Mobile BI,BUSINESS,4.7,45,12.0,5000,Free,0.0,Everyone,Business,"May 23, 2018",2.0.5,4.1 and up,,,,,Unknown,,,,
Power BI Ultimate Orientation,FAMILY,4.3,12,8.1,5000,Free,0.0,Everyone,Education,"February 6, 2017",1.0.1,4.0 and up,,,,,Unknown,,,,
Pool Billiards Classic - bi a,SPORTS,3.9,5644,14.0,1000000,Free,0.0,Everyone,Sports,"November 1, 2017",1.7,4.0.3 and up,,,,,Unknown,,,,
Lesbian Chat & Dating - SPICY,SOCIAL,4.5,63765,11.0,1000000,Free,0.0,Mature 17+,Social,"July 31, 2018",4.17.2,4.1 and up,,,,,Unknown,,,,
Bi-Tank,GAME,4.6,12,18.0,50,Free,0.0,Everyone,Arcade,"July 31, 2017",Varies with device,4.1 and up,,,,,Unknown,,,,
"Learn English Vocabulary - 6,000 Words",FAMILY,4.5,205914,54.0,10000000,Free,0.0,Everyone,Education,"August 3, 2018",5.54,4.1 and up,,,,,Unknown,,,,
All Language Translator,TOOLS,4.0,29944,2.1,5000000,Free,0.0,Everyone,Tools,"October 3, 2015",1.6,2.3 and up,,,,,Unknown,,,,
Bike Rivals,GAME,4.2,212067,48.0,10000000,Free,0.0,Everyone,Racing,"July 15, 2015",1.5.2,2.3.3 and up,,,,,Unknown,,,,
Bingo Party - Free Bingo Games,GAME,4.7,155694,92.0,1000000,Free,0.0,Teen,Board,"July 13, 2018",2.1.1,4.0.3 and up,,,,,Unknown,,,,
Little Big City 2,FAMILY,4.4,344383,30.0,10000000,Free,0.0,Everyone,Casual,"March 20, 2018",9.2.4,4.0.3 and up,,,,,Unknown,,,,
BJ's Wholesale Club,SHOPPING,4.2,4099,17.0,100000,Free,0.0,Everyone,Shopping,"July 27, 2018",2.0.10,4.1 and up,,,,,Unknown,,,,
BJ’s Mobile App,SHOPPING,4.0,4722,35.0,500000,Free,0.0,Everyone,Shopping,"July 9, 2018",3.6.5,4.1 and up,,,,,Unknown,,,,
BJ's Express Scan,SHOPPING,2.3,69,11.0,10000,Free,0.0,Everyone,Shopping,"March 19, 2018",1.0.16,4.4 and up,,,,,Unknown,,,,
BJ's Bingo & Gaming Casino,GAME,4.5,501,65.0,10000,Free,0.0,Teen,Casino,"July 26, 2018",5.0.1.3,4.3 and up,,,,,Unknown,,,,
BJ-UFO,FAMILY,3.6,226,25.0,50000,Free,0.0,Everyone,Casual,"May 10, 2018",2.5_20,4.0 and up,,,,,Unknown,,,,
BJ Bridge Pro 2018,GAME,4.4,17,4.8,500,Paid,4.49,Everyone,Card,"May 21, 2018",6.2-pro,4.0 and up,,,,,Unknown,,,,
BJ Bridge Free (2018),GAME,3.9,20,4.8,10000,Free,0.0,Everyone,Card,"May 21, 2018",6.2-lite,4.0 and up,,,,,Unknown,,,,
BJ & Jamie,FAMILY,3.9,13,17.0,100,Free,0.0,Everyone,Entertainment,"July 6, 2015",1.1,2.3.3 and up,,,,,Unknown,,,,
The Daily BJ,HEALTH_AND_FITNESS,4.8,38,24.0,500,Free,0.0,Everyone,Health & Fitness,"July 10, 2018",1.1,5.0 and up,,,,,Unknown,,,,
BJ-FPV,FAMILY,4.2,16,26.0,1000,Free,0.0,Everyone,Casual,"July 31, 2018",2.0.2,4.4 and up,,,,,Unknown,,,,
BJ Bridge Acol Beginner 2018,GAME,3.7,11,4.8,5000,Free,0.0,Everyone,Card,"May 21, 2018",6.2-begina,4.0 and up,,,,,Unknown,,,,
BJ Memo Widget,PRODUCTIVITY,4.0,616,0.175,50000,Free,0.0,Everyone,Productivity,"September 22, 2014",1.3,3.0 and up,,,,,Unknown,,,,
BJ Bridge Standard American 2018,GAME,1.0,1,4.9,1000,Free,0.0,Everyone,Card,"May 21, 2018",6.2-sayc,4.0 and up,,,,,Unknown,,,,
Eating Show - Food BJ,FAMILY,4.4,103,36.0,10000,Free,0.0,Everyone,Simulation,"October 30, 2017",1.29,4.1 and up,,,,,Unknown,,,,
Cards Casino:Video Poker & BJ,GAME,4.7,325,23.0,10000,Free,0.0,Teen,Casino,"May 8, 2015",7.0,2.3.3 and up,,,,,Unknown,,,,
DJ Music Pad,FAMILY,3.6,35121,5.1,5000000,Free,0.0,Everyone,Entertainment,"May 22, 2018",1.0.6,4.0 and up,,,,,Unknown,,,,
"Real Casino:Slot,Keno,BJ,Poker",GAME,4.1,341,26.0,50000,Free,0.0,Teen,Casino,"August 12, 2016",1.18,4.0 and up,,,,,Unknown,,,,
AfreecaTV,VIDEO_PLAYERS,3.3,381023,53.0,10000000,Free,0.0,Everyone,Video Players & Editors,"July 26, 2018",2.7.8,4.0 and up,,,,,Unknown,,,,
HON. B.J. ACS COLLEGE ALE,FAMILY,5.0,3,1.8,100,Free,0.0,Mature 17+,Education,"December 26, 2016",3.1,4.3 and up,,,,,Unknown,,,,
One Launcher,PERSONALIZATION,4.3,26601,5.4,1000000,Free,0.0,Everyone,Personalization,"July 16, 2018",26.1.0.20180713,2.3.3 and up,,,,,Unknown,,,,
BJ Toys,SHOPPING,4.7,55,8.0,500,Free,0.0,Everyone,Shopping,"April 11, 2018",1.0.3,4.0.3 and up,,,,,Unknown,,,,
Real DJ Simulator,FAMILY,4.0,68664,55.0,10000000,Free,0.0,Everyone,Simulation,"April 20, 2018",1.7,4.1 and up,,,,,Unknown,,,,
BLACKJACK!,GAME,4.4,524467,33.0,10000000,Free,0.0,Teen,Casino,"July 7, 2016",1.126,2.3.3 and up,,,,,Unknown,,,,
Blackjack Verite Drills,GAME,4.6,17,4.7,100,Paid,14.0,Teen,Casino,"July 9, 2017",1.1.10,3.0 and up,,,,,Unknown,,,,
BJ Foods,BUSINESS,5.0,3,1.5,10,Free,0.0,Everyone,Business,"February 7, 2018",2.7,4.1 and up,,,,,Unknown,,,,
3D DJ – DJ Mixer 2018,FAMILY,4.3,6333,30.0,1000000,Free,0.0,Everyone,Entertainment,"May 25, 2018",1.1.12,5.0 and up,,,,,Unknown,,,,
Phonics Puzzles,FAMILY,3.8,4,54.0,100,Paid,2.99,Everyone,Educational,"August 27, 2016",1.8.2,2.3 and up,,,,,Unknown,,,,
Spider grinder in screen funny,FAMILY,4.1,956,10.0,100000,Free,0.0,Teen,Entertainment,"May 17, 2016",1.1,2.2 and up,,,,,Unknown,,,,
BJJ Roadmap by Stephan Kesting,SPORTS,4.6,969,3.6,10000,Free,0.0,Everyone,Sports,"August 21, 2014",1.0,4.0 and up,,,,,Unknown,,,,
KISW 99.9 FM SEATTLE,FAMILY,4.0,1469,5.2,100000,Free,0.0,Everyone,Entertainment,"January 29, 2018",2.1.10,2.3.3 and up,,,,,Unknown,,,,
BlackJack -21 Casino Card Game,GAME,4.7,2066,25.0,100000,Free,0.0,Teen,Casino,"March 14, 2018",1.3,4.0.3 and up,,,,,Unknown,,,,
Metal Detector Pro 2015,TOOLS,3.6,1166,0.35,100000,Free,0.0,Everyone,Tools,"March 30, 2015",1.1,4.0 and up,,,,,Unknown,,,,
BlackJack 21 Pro,GAME,4.5,26744,51.0,500000,Free,0.0,Teen,Casino,"July 27, 2018",7.4.0,4.0.3 and up,,,,,Unknown,,,,
24 megapixel hd camera,PHOTOGRAPHY,4.0,802,5.1,100000,Free,0.0,Everyone,Photography,"May 3, 2017",1.1,2.3 and up,,,,,Unknown,,,,
Ultimate BlackJack 3D FREE,GAME,4.1,1686,4.6,100000,Free,0.0,Teen,Casino,"April 20, 2015",3.1.0,2.3 and up,,,,,Unknown,,,,
BURGER KING® App,LIFESTYLE,4.0,41747,39.0,5000000,Free,0.0,Everyone,Lifestyle,"January 12, 2017",3.7.1,4.1 and up,,,,,Unknown,,,,
BURGER KING® MOBILE APP,LIFESTYLE,3.8,19221,13.0,5000000,Free,0.0,Everyone,Lifestyle,"May 24, 2018",Varies with device,Varies with device,,,,,Unknown,,,,
BURGER KING® Puerto Rico,FOOD_AND_DRINK,4.5,2448,19.0,100000,Free,0.0,Everyone,Food & Drink,"September 1, 2017",5.4,4.0.3 and up,,,,,Unknown,,,,
Free Coupons for Burger King,LIFESTYLE,2.8,17,3.1,5000,Free,0.0,Everyone,Lifestyle,"July 29, 2018",1.1,4.4 and up,,,,,Unknown,,,,
Power Widget,TOOLS,4.2,928,0.383,10000,Paid,1.99,Everyone,Tools,"March 20, 2014",3.4,2.2 and up,,,,,Unknown,,,,
BK Murli Offline April 2017,LIFESTYLE,4.8,33,2.4,5000,Free,0.0,Everyone,Lifestyle,"May 3, 2017",1.0,4.0.3 and up,,,,,Unknown,,,,
Read it easy for BK,LIFESTYLE,5.0,1,3.2,50,Free,0.0,Everyone,Lifestyle,"July 15, 2018",1.2,4.1 and up,,,,,Unknown,,,,
BK Video Status,FAMILY,5.0,13,2.1,100,Free,0.0,Everyone,Entertainment,"July 7, 2018",2.3,4.4 and up,,,,,Unknown,,,,
Service Disabler,TOOLS,4.3,534,3.0,100000,Free,0.0,Everyone,Tools,"June 23, 2018",1.0.6,4.0 and up,,,,,Unknown,,,,
BK Photography,PHOTOGRAPHY,4.3,20,4.8,1000,Free,0.0,Everyone,Photography,"January 6, 2017",0.1,2.3 and up,,,,,Unknown,,,,
Keyboard Theme Dusk BK Purple,PERSONALIZATION,4.5,248,2.8,10000,Free,0.0,Mature 17+,Personalization,"May 23, 2016",9.0,4.0.3 and up,,,,,Unknown,,,,
Coupons for Burger King,FOOD_AND_DRINK,4.5,41,4.0,500,Free,0.0,Teen,Food & Drink,"July 17, 2018",1.0,5.0 and up,,,,,Unknown,,,,
BK Formula Calculator,TOOLS,5.0,6,11.0,100,Free,0.0,Everyone,Tools,"August 8, 2015",0.1.1,4.2 and up,,,,,Unknown,,,,
Korean English Translator,FAMILY,4.4,634,1.8,100000,Free,0.0,Everyone,Education,"September 5, 2017",1.6,2.3 and up,,,,,Unknown,,,,
Dr Bk Sachin bhai,LIFESTYLE,5.0,19,3.1,1000,Free,0.0,Everyone,Lifestyle,"December 7, 2017",2.2,4.1 and up,,,,,Unknown,,,,
Audio Murli Glossary For BK,FAMILY,4.7,39,20.0,1000,Free,0.0,Everyone,Education,"January 25, 2016",1.1,4.0.3 and up,,,,,Unknown,,,,
BK Traffic Control cum Chart,SOCIAL,4.7,549,17.0,10000,Free,0.0,Teen,Social,"June 29, 2016",3.0.1,3.0 and up,,,,,Unknown,,,,
Hungry Girl Diet Bk. Companion,HEALTH_AND_FITNESS,2.2,4,28.0,1000,Free,0.0,Everyone,Health & Fitness,"February 1, 2018",1.1.3,4.0 and up,,,,,Unknown,,,,
Daily Murli Saar Widget,SOCIAL,4.6,308,0.454,10000,Free,0.0,Everyone,Social,"June 10, 2015",1.0,3.0 and up,,,,,Unknown,,,,
BK Suraj bhai,LIFESTYLE,4.6,9,3.1,1000,Free,0.0,Everyone,Lifestyle,"December 8, 2017",2.2,4.1 and up,,,,,Unknown,,,,
BK Shivani Videos,LIFESTYLE,4.7,29,3.2,1000,Free,0.0,Everyone,Lifestyle,"July 25, 2018",1.3,4.0.3 and up,,,,,Unknown,,,,
BK News Channel,VIDEO_PLAYERS,4.6,277,6.8,10000,Free,0.0,Everyone,Video Players & Editors,"July 16, 2016",1.01,2.3 and up,,,,,Unknown,,,,
BK Dinos,FAMILY,4.4,30,99.0,5000,Free,0.0,Everyone,Entertainment,"March 31, 2018",0.1,4.0 and up,,,,,Unknown,,,,
Make a burger king,FAMILY,3.8,125,17.0,10000,Free,0.0,Everyone,Casual,"February 21, 2017",v1.3,4.0 and up,,,,,Unknown,,,,
King Burger Dash,FAMILY,3.6,445,12.0,50000,Free,0.0,Everyone,Casual,"March 22, 2015",1.3,2.2 and up,,,,,Unknown,,,,
Official Madhuban Murli,LIFESTYLE,4.9,301,25.0,10000,Free,0.0,Everyone,Lifestyle,"July 21, 2018",1.1.2,4.4 and up,,,,,Unknown,,,,
Baba Yaad Hai?(BK's),FAMILY,4.8,160,13.0,10000,Free,0.0,Everyone,Entertainment,"March 5, 2017",1.3,2.3 and up,,,,,Unknown,,,,
Burger King Foot Lettuce,FAMILY,4.4,150,5.9,10000,Free,0.0,Everyone,Entertainment,"June 11, 2018",1.07,4.0 and up,,,,,Unknown,,,,
BK Arogyam Task Track,BUSINESS,5.0,8,3.7,100,Free,0.0,Everyone,Business,"June 5, 2018",1.1.1,4.1 and up,,,,,Unknown,,,,
BK murli today (Mobile Murli) - Gyan,FAMILY,4.8,100,4.5,5000,Free,0.0,Everyone,Education,"August 5, 2018",2.0,4.4 and up,,,,,Unknown,,,,
BK Murli Dictionary (H to E),FAMILY,4.6,106,3.9,10000,Free,0.0,Everyone,Education,"November 19, 2016",1.1,2.2 and up,,,,,Unknown,,,,
Bk Usha behn,LIFESTYLE,5.0,10,3.0,1000,Free,0.0,Everyone,Lifestyle,"January 14, 2018",1.0,4.1 and up,,,,,Unknown,,,,
BkEmu - BK-0010/11M emulator,FAMILY,4.6,222,1.4,10000,Free,0.0,Everyone,Entertainment,"February 7, 2016",0.4.0,2.1 and up,,,,,Unknown,,,,
BK Gold App,FINANCE,5.0,4,11.0,50,Free,0.0,Everyone,Finance,"May 25, 2018",1.0.0,4.4 and up,,,,,Unknown,,,,
Burger King Italia,LIFESTYLE,4.0,4160,30.0,500000,Free,0.0,Everyone,Lifestyle,"July 6, 2018",2.3.6,4.0.3 and up,,,,,Unknown,,,,
Red Embrace (BL/Yaoi Game),FAMILY,4.3,616,25.0,10000,Free,0.0,Teen,Casual,"June 12, 2018",4.5.5,2.3.3 and up,,,,,Unknown,,,,
Blood Domination - BL Game,GAME,4.5,415,52.0,10000,Free,0.0,Mature 17+,Adventure,"July 6, 2018",1.0.1,4.1 and up,,,,,Unknown,,,,
Yaoi Ooku: Distorted Love,FAMILY,4.0,2614,6.3,100000,Free,0.0,Mature 17+,Simulation,"April 14, 2015",1.0.8,2.2 and up,,,,,Unknown,,,,
Yaoi Novels - Shounen ai Book&fiction,FAMILY,3.2,304,4.7,10000,Free,0.0,Teen,Entertainment,"February 14, 2018",1.0.2,4.0.3 and up,,,,,Unknown,,,,
Cerulean Heart,FAMILY,4.6,2683,25.0,10000,Free,0.0,Mature 17+,Simulation,"June 15, 2018",1.3.1,4.0 and up,,,,,Unknown,,,,
BL 女性向け恋愛ゲーム◆俺プリクロス,FAMILY,4.2,3379,62.0,100000,Free,0.0,Mature 17+,Simulation,"March 23, 2017",1.6.3,2.3.3 and up,,,,,Unknown,,,,
WebComics,COMICS,4.8,33783,6.4,1000000,Free,0.0,Teen,Comics,"July 28, 2018",1.3.34,4.1 and up,,,,,Unknown,,,,
Lezhin Comics - Daily Releases,COMICS,3.0,28447,15.0,1000000,Free,0.0,Teen,Comics,"July 31, 2018",Varies with device,Varies with device,,,,,Unknown,,,,
Heirs & Graces,GAME,4.3,125,70.0,5000,Free,0.0,Teen,Adventure,"July 1, 2016",1.0.1,2.3.3 and up,,,,,Unknown,,,,
BL Driver,MAPS_AND_NAVIGATION,3.9,230,12.0,10000,Free,0.0,Everyone,Maps & Navigation,"July 13, 2018",2.12.1,4.1 and up,,,,,Unknown,,,,
Gaydorado,FAMILY,3.9,8419,47.0,100000,Free,0.0,Teen,Role Playing,"August 1, 2018",0.0.42,4.0.3 and up,,,,,Unknown,,,,
Chess of Blades (BL/Yaoi Game) (No VA),FAMILY,4.8,4,23.0,10,Paid,14.99,Teen,Casual,"January 24, 2018",1.03,2.3.3 and up,,,,,Unknown,,,,
TappyToon Comics & Webtoons,COMICS,3.5,4205,10.0,100000,Free,0.0,Teen,Comics,"July 13, 2018",1.77,4.0.3 and up,,,,,Unknown,,,,
SecondSecret ‐「恋を読む」BLノベルゲーム‐,GAME,4.4,1563,40.0,50000,Free,0.0,Teen,Adventure,"June 29, 2017",1.3.6,4.0 and up,,,,,Unknown,,,,
Lust in Terror Manor - The Truth Unveiled | Otome,GAME,4.1,355,53.0,10000,Free,0.0,Teen,Adventure,"July 10, 2018",1.0.6,4.1 and up,,,,,Unknown,,,,
BL 女性向け恋愛ゲーム◆ごくメン,FAMILY,4.2,1901,8.2,100000,Free,0.0,Mature 17+,Simulation,"July 7, 2016",1.3.0,2.3.3 and up,,,,,Unknown,,,,
あなカレ【BL】無料ゲーム,FAMILY,4.7,6073,8.5,100000,Free,0.0,Mature 17+,Simulation,"February 25, 2018",4.2.2,2.3 and up,,,,,Unknown,,,,
K-Rain BL,TOOLS,4.0,9,33.0,1000,Free,0.0,Everyone,Tools,"May 28, 2018",3.0.1,4.0 and up,,,,,Unknown,,,,
